Name,Sport,Year,Class_Year,Position,Hometown,High_School,Height,Weight,Source_URL
Edgar Eason III,Mens Track And Field,2015,Fr.,N/A,"Conshohocken, Pa.",La Salle College HS,N/A,N/A,https://cornellbigred.com/sports/mens-track-and-field/roster/2015-16
Edmond Lu,Mens Track And Field,2015,Fr.,N/A,"Newtown, Penn.",Council Rock HS North,N/A,N/A,https://cornellbigred.com/sports/mens-track-and-field/roster/2015-16
George Oliver,Mens Track And Field,2015,Sr.,N/A,"Winston-Salem, N.C.",Mount Tabor HS,N/A,N/A,https://cornellbigred.com/sports/mens-track-and-field/roster/2015-16
Grant  Sisserson,Mens Track And Field,2015,Jr.,N/A,"Scottsdale, Ariz.",Horizon HS,N/A,N/A,https://cornellbigred.com/sports/mens-track-and-field/roster/2015-16
J. Rutger Admirand,Mens Track And Field,2015,Sr.,N/A,"Boonton Township, N.J.",Mountain Lakes HS,N/A,N/A,https://cornellbigred.com/sports/mens-track-and-field/roster/2015-16
Jacob Shaffer,Mens Track And Field,2015,So.,N/A,"Middleburg, Pa.",Midd-West HS,N/A,N/A,https://cornellbigred.com/sports/mens-track-and-field/roster/2015-16
James Gowans,Mens Track And Field,2015,Jr.,N/A,"Mexico, N.Y.",Mexico HS,N/A,N/A,https://cornellbigred.com/sports/mens-track-and-field/roster/2015-16
James Seaton,Mens Track And Field,2015,Fr.,N/A,"Coram, N.Y.",Poly Prep Country Day School,N/A,N/A,https://cornellbigred.com/sports/mens-track-and-field/roster/2015-16
James Smith,Mens Track And Field,2015,So.,N/A,"Greenwich, Conn.",Cranwell School,N/A,N/A,https://cornellbigred.com/sports/mens-track-and-field/roster/2015-16
Jared Failor,Mens Track And Field,2015,So.,N/A,"Cedar Falls, Iowa",Cedar Falls HS,N/A,N/A,https://cornellbigred.com/sports/mens-track-and-field/roster/2015-16
Joe Mankovecky,Mens Track And Field,2015,Jr.,N/A,"Columbus, Ohio",Bishop Watterson HS,N/A,N/A,https://cornellbigred.com/sports/mens-track-and-field/roster/2015-16
John Enkler,Mens Track And Field,2015,Jr.,N/A,"Poughkeepsie, N.Y.",Our Lady of Lourdes HS,N/A,N/A,https://cornellbigred.com/sports/mens-track-and-field/roster/2015-16
Jonathan Avery,Mens Track And Field,2015,Fr.,N/A,"Durham, N.C.",Cary Academy,N/A,N/A,https://cornellbigred.com/sports/mens-track-and-field/roster/2015-16
Jonathan Hanninen,Mens Track And Field,2015,Sr.,N/A,"Swanzey, N.H.",Monadnock Regional,N/A,N/A,https://cornellbigred.com/sports/mens-track-and-field/roster/2015-16
Jordan Sherwood,Mens Track And Field,2015,Jr.,N/A,"Cambridge, Ontario",Cameron Heights Secondary School,N/A,N/A,https://cornellbigred.com/sports/mens-track-and-field/roster/2015-16
Josh Dyrland,Mens Track And Field,2015,So.,N/A,"Irondequoit, N.Y.",Irondequoit HS,N/A,N/A,https://cornellbigred.com/sports/mens-track-and-field/roster/2015-16
Justin Love,Mens Track And Field,2015,Jr.,N/A,"Matawan, N.J.",Matawan HS,N/A,N/A,https://cornellbigred.com/sports/mens-track-and-field/roster/2015-16
Kelsey Nedd,Mens Track And Field,2015,So.,N/A,"Randallstown, Md.",McDonough School,N/A,N/A,https://cornellbigred.com/sports/mens-track-and-field/roster/2015-16
Kevin Benson,Mens Track And Field,2015,Fr.,N/A,"Toms River, N.J.",Toms River HS North,N/A,N/A,https://cornellbigred.com/sports/mens-track-and-field/roster/2015-16
Larry Gibson,Mens Track And Field,2015,Sr.,N/A,"Charlotte, N.C.",Phillip Berry Academy,N/A,N/A,https://cornellbigred.com/sports/mens-track-and-field/roster/2015-16
Lionel Chambers,Mens Track And Field,2015,So.,N/A,"Parsippany, N.J.",Parsippany HS,N/A,N/A,https://cornellbigred.com/sports/mens-track-and-field/roster/2015-16
Logan Kreglow,Mens Track And Field,2015,Sr.,N/A,"Whitehall, Pa.",Whitehall HS,N/A,N/A,https://cornellbigred.com/sports/mens-track-and-field/roster/2015-16
Mark Tedder,Mens Track And Field,2015,Jr.,N/A,"Battle Ground, Wash.",Battle Ground HS,N/A,N/A,https://cornellbigred.com/sports/mens-track-and-field/roster/2015-16
Martin Murillo,Mens Track And Field,2015,Jr.,N/A,"Bogota, Columbia",Timber Creek HS,N/A,N/A,https://cornellbigred.com/sports/mens-track-and-field/roster/2015-16
Matt Casbarro,Mens Track And Field,2015,Jr.,N/A,"Providence, R.I.",Bishop Hendricken HS,N/A,N/A,https://cornellbigred.com/sports/mens-track-and-field/roster/2015-16
Matt Crawford,Mens Track And Field,2015,Sr.,N/A,"Delmar, N.Y.",Bethlehem Central HS,N/A,N/A,https://cornellbigred.com/sports/mens-track-and-field/roster/2015-16
Matthew Carter,Mens Track And Field,2015,Fr.,N/A,"Chicago, Ill.",Mather HS,N/A,N/A,https://cornellbigred.com/sports/mens-track-and-field/roster/2015-16
Matthew McGowen,Mens Track And Field,2015,Fr.,N/A,"Corvallis, Ore.",Crescent Valley HS,N/A,N/A,https://cornellbigred.com/sports/mens-track-and-field/roster/2015-16
Max Hairston,Mens Track And Field,2015,Sr.,N/A,"Lower Gwynedd, Pa.",Wissahickon HS,N/A,N/A,https://cornellbigred.com/sports/mens-track-and-field/roster/2015-16
Maxwell Comer,Mens Track And Field,2015,Fr.,N/A,"Stillwater, N.Y.",Schuylerville Central,N/A,N/A,https://cornellbigred.com/sports/mens-track-and-field/roster/2015-16
Michael Smith,Mens Track And Field,2015,So.,N/A,"Wayzata, Minn.",Wayzata HS,N/A,N/A,https://cornellbigred.com/sports/mens-track-and-field/roster/2015-16
Michael Wang,Mens Track And Field,2015,So.,N/A,"Lafayette, Calif.",Acalanes HS,N/A,N/A,https://cornellbigred.com/sports/mens-track-and-field/roster/2015-16
Mitch Martin,Mens Track And Field,2015,Sr.,N/A,"Half Moon Bay, Calif.",Half Moon Bay HS,N/A,N/A,https://cornellbigred.com/sports/mens-track-and-field/roster/2015-16
Myles  Lazarou,Mens Track And Field,2015,So.,N/A,"Summerfield, N.C.",Northern Guilford HS,N/A,N/A,https://cornellbigred.com/sports/mens-track-and-field/roster/2015-16
Nick Comly,Mens Track And Field,2015,Fr.,N/A,"Lafayette, Calif.",Acalanes HS,N/A,N/A,https://cornellbigred.com/sports/mens-track-and-field/roster/2015-16
Oseoba  Airewele,Mens Track And Field,2015,So.,N/A,"Ithaca, N.Y.",Ithaca HS,N/A,N/A,https://cornellbigred.com/sports/mens-track-and-field/roster/2015-16
Patrick Murphy,Mens Track And Field,2015,Fr.,N/A,"Duanesburg, N.Y.",Duanesburg HS,N/A,N/A,https://cornellbigred.com/sports/mens-track-and-field/roster/2015-16
Rachid Zidani,Mens Track And Field,2015,Jr.,N/A,"Ocean Gate, N.J.",Central Regional HS,N/A,N/A,https://cornellbigred.com/sports/mens-track-and-field/roster/2015-16
Raymond Chang,Mens Track And Field,2015,So.,N/A,"Shanghai, China",Shanghai American School,N/A,N/A,https://cornellbigred.com/sports/mens-track-and-field/roster/2015-16
Richard Buchanan,Mens Track And Field,2015,Fr.,N/A,"Binghamton, N.Y.",Susquehanna Valley HS,N/A,N/A,https://cornellbigred.com/sports/mens-track-and-field/roster/2015-16
Rob Robbins,Mens Track And Field,2015,Sr.,N/A,"LeRaysville, Pa.",Rome HS,N/A,N/A,https://cornellbigred.com/sports/mens-track-and-field/roster/2015-16
Roc Johnson,Mens Track And Field,2015,Fr.,N/A,"Walnut Creek, Calif.",De la Salle HS,N/A,N/A,https://cornellbigred.com/sports/mens-track-and-field/roster/2015-16
Ross Clarke,Mens Track And Field,2015,So.,N/A,"Somerset, N.J.",Franklin HS,N/A,N/A,https://cornellbigred.com/sports/mens-track-and-field/roster/2015-16
Rudy Winkler,Mens Track And Field,2015,Jr.,N/A,"Sand Lake, N.Y.",Averill Park HS,N/A,N/A,https://cornellbigred.com/sports/mens-track-and-field/roster/2015-16
Ryan Hynes,Mens Track And Field,2015,Sr.,N/A,"Warrington, Pa.",Central Bucks South HS,N/A,N/A,https://cornellbigred.com/sports/mens-track-and-field/roster/2015-16
Ryan Weigel,Mens Track And Field,2015,So.,N/A,"Southlake, Texas",Southlake Carroll HS,N/A,N/A,https://cornellbigred.com/sports/mens-track-and-field/roster/2015-16
Sam Chauvin,Mens Track And Field,2015,So.,N/A,"Corning, N.Y.",Corning HS,N/A,N/A,https://cornellbigred.com/sports/mens-track-and-field/roster/2015-16
Samuel Baxter,Mens Track And Field,2015,Sr.,N/A,"Kitchener, Ontario",St. Mary's High School,N/A,N/A,https://cornellbigred.com/sports/mens-track-and-field/roster/2015-16
Sean Waterton,Mens Track And Field,2015,Jr.,N/A,"Fairfax, Va.",Thomas Jefferson HS,N/A,N/A,https://cornellbigred.com/sports/mens-track-and-field/roster/2015-16
Stanford Cooper,Mens Track And Field,2015,So.,N/A,"Greenwood Village, Colo.",Cherry Creek HS,N/A,N/A,https://cornellbigred.com/sports/mens-track-and-field/roster/2015-16
Stephen Afadapa,Mens Track And Field,2015,Sr.,N/A,"Cypress, Texas",Cypress Ranch HS,N/A,N/A,https://cornellbigred.com/sports/mens-track-and-field/roster/2015-16
Tim Boston,Mens Track And Field,2015,So.,N/A,"Suffern, N.Y.",Suffern HS,N/A,N/A,https://cornellbigred.com/sports/mens-track-and-field/roster/2015-16
Tobe Attah,Mens Track And Field,2015,Jr.,N/A,"Irving, Texas",Irving HS,N/A,N/A,https://cornellbigred.com/sports/mens-track-and-field/roster/2015-16
Tomás Reimer,Mens Track And Field,2015,Fr.,N/A,"New York, N.Y.",Fiorello H. LaGuardia HS for Music & Art and Performing Arts,N/A,N/A,https://cornellbigred.com/sports/mens-track-and-field/roster/2015-16
Tyler Fisher,Mens Track And Field,2015,Fr.,N/A,"Port Charlotte, Fla.",Port Charlotte HS,N/A,N/A,https://cornellbigred.com/sports/mens-track-and-field/roster/2015-16
Tyler Kawalec,Mens Track And Field,2015,Sr.,N/A,"Chardon, Ohio",Chardon HS,N/A,N/A,https://cornellbigred.com/sports/mens-track-and-field/roster/2015-16
Vince Harnett,Mens Track And Field,2015,Jr.,N/A,"Hunterdon, N.J.",Hunterdon Central HS,N/A,N/A,https://cornellbigred.com/sports/mens-track-and-field/roster/2015-16
Weston Northrop,Mens Track And Field,2015,Jr.,N/A,"Missoula, Mon.",Big Sky HS,N/A,N/A,https://cornellbigred.com/sports/mens-track-and-field/roster/2015-16
Will  Ronchetti,Mens Track And Field,2015,So.,N/A,"Brighton, N.Y.",Brighton HS,N/A,N/A,https://cornellbigred.com/sports/mens-track-and-field/roster/2015-16
Will Gibson,Mens Track And Field,2015,Jr.,N/A,"Hopewell, N.J.",Hopewell Valley HS,N/A,N/A,https://cornellbigred.com/sports/mens-track-and-field/roster/2015-16
Wynn Curtis,Mens Track And Field,2015,Jr.,N/A,"Corning, N.Y.",Corning East HS,N/A,N/A,https://cornellbigred.com/sports/mens-track-and-field/roster/2015-16
Zach Menchaca,Mens Track And Field,2015,Fr.,N/A,"The Colony, Texas",The Colony HS,N/A,N/A,https://cornellbigred.com/sports/mens-track-and-field/roster/2015-16
Zack Israel,Mens Track And Field,2015,Jr.,N/A,"Yardley, Pa.",Holy Ghost Prep,N/A,N/A,https://cornellbigred.com/sports/mens-track-and-field/roster/2015-16
Alex Beck,Mens Track And Field,2016,So.,N/A,"Oceanside, Calif.",Tri-City Christian School,N/A,N/A,https://cornellbigred.com/sports/mens-track-and-field/roster/2016-17
Alex Clapacs,Mens Track And Field,2016,Jr.,N/A,"Cleveland, Ohio",Gilmour Academy,N/A,N/A,https://cornellbigred.com/sports/mens-track-and-field/roster/2016-17
Alex Rodriguez,Mens Track And Field,2016,Jr.,N/A,"Sagamore Hills, Ohio",Walsh Jesuit HS,N/A,N/A,https://cornellbigred.com/sports/mens-track-and-field/roster/2016-17
Andrew Barlow,Mens Track And Field,2016,So.,N/A,"Louisville, Colo.",Monarch HS,N/A,N/A,https://cornellbigred.com/sports/mens-track-and-field/roster/2016-17
Andy Snyder,Mens Track And Field,2016,Fr.,N/A,"Camp Hill, Pa.",Camp Hill HS,N/A,N/A,https://cornellbigred.com/sports/mens-track-and-field/roster/2016-17
Austin  Lyons,Mens Track And Field,2016,So.,N/A,"Lawrenceville, Ga.",Archer HS,N/A,N/A,https://cornellbigred.com/sports/mens-track-and-field/roster/2016-17
Austin Jamerson,Mens Track And Field,2016,Sr.,N/A,"Merrillville, Ind.",Merrillville HS,N/A,N/A,https://cornellbigred.com/sports/mens-track-and-field/roster/2016-17
Benjamin Fields,Mens Track And Field,2016,Fr.,N/A,"Broken Arrow, Okla.",Union HS,N/A,N/A,https://cornellbigred.com/sports/mens-track-and-field/roster/2016-17
Bobby Plummer,Mens Track And Field,2016,Sr.,N/A,"Scarsdale, N.Y.",Scarsdale HS,N/A,N/A,https://cornellbigred.com/sports/mens-track-and-field/roster/2016-17
Brailin Paulino,Mens Track And Field,2016,Jr.,N/A,"Fresno, Calif.",Clovis West HS,N/A,N/A,https://cornellbigred.com/sports/mens-track-and-field/roster/2016-17
Brandon Phillips,Mens Track And Field,2016,So.,N/A,"Cleveland, Ohio",Gilmour Academy,N/A,N/A,https://cornellbigred.com/sports/mens-track-and-field/roster/2016-17
Bryant Stuttle,Mens Track And Field,2016,Sr.,N/A,"Dryden, N.Y.",Dryden HS,N/A,N/A,https://cornellbigred.com/sports/mens-track-and-field/roster/2016-17
Chase Silverman,Mens Track And Field,2016,Jr.,N/A,"Glencoe, Ill.",New Trier HS,N/A,N/A,https://cornellbigred.com/sports/mens-track-and-field/roster/2016-17
Christian Belardi,Mens Track And Field,2016,Jr.,N/A,"New York, N.Y.",The Lawrenceville School,N/A,N/A,https://cornellbigred.com/sports/mens-track-and-field/roster/2016-17
Chudi Ilogu,Mens Track And Field,2016,So.,N/A,"Belle Mead, N.J.",The Lawrenceville School,N/A,N/A,https://cornellbigred.com/sports/mens-track-and-field/roster/2016-17
Clayton Jeffrey,Mens Track And Field,2016,Fr.,N/A,"Whitby, Ontario",Upper Canada College,N/A,N/A,https://cornellbigred.com/sports/mens-track-and-field/roster/2016-17
Connor  Horn,Mens Track And Field,2016,Fr.,N/A,"Naperville, Ill.",Neuqua Valley HS,N/A,N/A,https://cornellbigred.com/sports/mens-track-and-field/roster/2016-17
David Karabinos,Mens Track And Field,2016,Sr.,N/A,"Orange, Conn.",Amity Regional HS,N/A,N/A,https://cornellbigred.com/sports/mens-track-and-field/roster/2016-17
David Taylor,Mens Track And Field,2016,Sr.,N/A,"Charlottesville, Va.",Western Albemarle HS,N/A,N/A,https://cornellbigred.com/sports/mens-track-and-field/roster/2016-17
Dominic DeLuca,Mens Track And Field,2016,Jr.,N/A,"Dallas, Pa.",Dallas HS,N/A,N/A,https://cornellbigred.com/sports/mens-track-and-field/roster/2016-17
Eason Recto,Mens Track And Field,2016,Jr.,N/A,"Chantilly, Va.",Chantilly HS,N/A,N/A,https://cornellbigred.com/sports/mens-track-and-field/roster/2016-17
Edgar Eason III,Mens Track And Field,2016,So.,N/A,"Conshohocken, Pa.",La Salle College HS,N/A,N/A,https://cornellbigred.com/sports/mens-track-and-field/roster/2016-17
Freddie Buckholtz,Mens Track And Field,2016,Fr.,N/A,"Greenlawn, N.Y.",Christian Brothers Academy,N/A,N/A,https://cornellbigred.com/sports/mens-track-and-field/roster/2016-17
Grant  Sisserson,Mens Track And Field,2016,Sr.,N/A,"Scottsdale, Ariz.",Horizon HS,N/A,N/A,https://cornellbigred.com/sports/mens-track-and-field/roster/2016-17
Jacinto Gomez,Mens Track And Field,2016,Fr.,N/A,"Rock Tavern, N.Y.",Washingtonville HS,N/A,N/A,https://cornellbigred.com/sports/mens-track-and-field/roster/2016-17
James Enriquez,Mens Track And Field,2016,Fr.,N/A,"Woodlands, Texas",The Woodlands College Park HS,N/A,N/A,https://cornellbigred.com/sports/mens-track-and-field/roster/2016-17
James Gowans,Mens Track And Field,2016,Sr.,N/A,"Mexico, N.Y.",Mexico HS,N/A,N/A,https://cornellbigred.com/sports/mens-track-and-field/roster/2016-17
James Norris,Mens Track And Field,2016,Fr.,N/A,"Cleveland, Ohio",St. Ignatius HS,N/A,N/A,https://cornellbigred.com/sports/mens-track-and-field/roster/2016-17
James Seaton,Mens Track And Field,2016,So.,N/A,"Coram, N.Y.",Poly Prep Country Day School,N/A,N/A,https://cornellbigred.com/sports/mens-track-and-field/roster/2016-17
James Smith,Mens Track And Field,2016,Jr.,N/A,"Greenwich, Conn.",Cranwell School,N/A,N/A,https://cornellbigred.com/sports/mens-track-and-field/roster/2016-17
Jared Failor,Mens Track And Field,2016,Jr.,N/A,"Cedar Falls, Iowa",Cedar Falls HS,N/A,N/A,https://cornellbigred.com/sports/mens-track-and-field/roster/2016-17
John Enkler,Mens Track And Field,2016,Sr.,N/A,"Poughkeepsie, N.Y.",Our Lady of Lourdes HS,N/A,N/A,https://cornellbigred.com/sports/mens-track-and-field/roster/2016-17
Jonathan Avery,Mens Track And Field,2016,So.,N/A,"Durham, N.C.",Cary Academy,N/A,N/A,https://cornellbigred.com/sports/mens-track-and-field/roster/2016-17
Jordan Testerman,Mens Track And Field,2016,Fr.,N/A,"Murrieta, Calif.",Vista Murrieta HS,N/A,N/A,https://cornellbigred.com/sports/mens-track-and-field/roster/2016-17
Josh Dyrland,Mens Track And Field,2016,Jr.,N/A,"Irondequoit, N.Y.",Irondequoit HS,N/A,N/A,https://cornellbigred.com/sports/mens-track-and-field/roster/2016-17
Justin Love,Mens Track And Field,2016,Sr.,N/A,"Matawan, N.J.",Matawan HS,N/A,N/A,https://cornellbigred.com/sports/mens-track-and-field/roster/2016-17
Kelsey Nedd,Mens Track And Field,2016,Jr.,N/A,"Randallstown, Md.",McDonough School,N/A,N/A,https://cornellbigred.com/sports/mens-track-and-field/roster/2016-17
Kevin Benson,Mens Track And Field,2016,So.,N/A,"Toms River, N.J.",Toms River HS North,N/A,N/A,https://cornellbigred.com/sports/mens-track-and-field/roster/2016-17
Liam Sullivan,Mens Track And Field,2016,Fr.,N/A,"Northampton, Mass.",Northampton HS,N/A,N/A,https://cornellbigred.com/sports/mens-track-and-field/roster/2016-17
Lionel Chambers,Mens Track And Field,2016,Jr.,N/A,"Parsippany, N.J.",Parsippany HS,N/A,N/A,https://cornellbigred.com/sports/mens-track-and-field/roster/2016-17
Malick  Diomande,Mens Track And Field,2016,Fr.,N/A,"Glenmont, N.Y.",Bethlehem Central HS,N/A,N/A,https://cornellbigred.com/sports/mens-track-and-field/roster/2016-17
Mark Tedder,Mens Track And Field,2016,Sr.,N/A,"Battle Ground, Wash.",Battle Ground HS,N/A,N/A,https://cornellbigred.com/sports/mens-track-and-field/roster/2016-17
Martin Murillo,Mens Track And Field,2016,Sr.,N/A,"Bogota, Columbia",Timber Creek HS,N/A,N/A,https://cornellbigred.com/sports/mens-track-and-field/roster/2016-17
Matthew Carter,Mens Track And Field,2016,So.,N/A,"Chicago, Ill.",Mather HS,N/A,N/A,https://cornellbigred.com/sports/mens-track-and-field/roster/2016-17
Matthew McGowen,Mens Track And Field,2016,So.,N/A,"Corvallis, Ore.",Crescent Valley HS,N/A,N/A,https://cornellbigred.com/sports/mens-track-and-field/roster/2016-17
Maxwell Comer,Mens Track And Field,2016,So.,N/A,"Stillwater, N.Y.",Schuylerville Central,N/A,N/A,https://cornellbigred.com/sports/mens-track-and-field/roster/2016-17
Michael Smith,Mens Track And Field,2016,Jr.,N/A,"Wayzata, Minn.",Wayzata HS,N/A,N/A,https://cornellbigred.com/sports/mens-track-and-field/roster/2016-17
Michael Wang,Mens Track And Field,2016,Jr.,N/A,"Lafayette, Calif.",Acalanes HS,N/A,N/A,https://cornellbigred.com/sports/mens-track-and-field/roster/2016-17
Myles  Lazarou,Mens Track And Field,2016,Jr.,N/A,"Summerfield, N.C.",Northern Guilford HS,N/A,N/A,https://cornellbigred.com/sports/mens-track-and-field/roster/2016-17
Nick Comly,Mens Track And Field,2016,So.,N/A,"Lafayette, Calif.",Acalanes HS,N/A,N/A,https://cornellbigred.com/sports/mens-track-and-field/roster/2016-17
Oseoba  Airewele,Mens Track And Field,2016,Jr.,N/A,"Ithaca, N.Y.",Ithaca HS,N/A,N/A,https://cornellbigred.com/sports/mens-track-and-field/roster/2016-17
Patrick Murphy,Mens Track And Field,2016,So.,N/A,"Duanesburg, N.Y.",Duanesburg HS,N/A,N/A,https://cornellbigred.com/sports/mens-track-and-field/roster/2016-17
Rachid Zidani,Mens Track And Field,2016,Sr.,N/A,"Ocean Gate, N.J.",Central Regional HS,N/A,N/A,https://cornellbigred.com/sports/mens-track-and-field/roster/2016-17
Richard Buchanan,Mens Track And Field,2016,So.,N/A,"Binghamton, N.Y.",Susquehanna Valley HS,N/A,N/A,https://cornellbigred.com/sports/mens-track-and-field/roster/2016-17
Robert  Whitney,Mens Track And Field,2016,Fr.,N/A,"High Bridge, N.J.",Voorhees HS,N/A,N/A,https://cornellbigred.com/sports/mens-track-and-field/roster/2016-17
Roc Johnson,Mens Track And Field,2016,So.,N/A,"Walnut Creek, Calif.",De la Salle HS,N/A,N/A,https://cornellbigred.com/sports/mens-track-and-field/roster/2016-17
Ross Clarke,Mens Track And Field,2016,Jr.,N/A,"Somerset, N.J.",Franklin HS,N/A,N/A,https://cornellbigred.com/sports/mens-track-and-field/roster/2016-17
Rudy Winkler,Mens Track And Field,2016,Sr.,N/A,"Sand Lake, N.Y.",Averill Park HS,N/A,N/A,https://cornellbigred.com/sports/mens-track-and-field/roster/2016-17
Ryan Weigel,Mens Track And Field,2016,Jr.,N/A,"Southlake, Texas",Southlake Carroll HS,N/A,N/A,https://cornellbigred.com/sports/mens-track-and-field/roster/2016-17
Sam Chauvin,Mens Track And Field,2016,Jr.,N/A,"Corning, N.Y.",Corning HS,N/A,N/A,https://cornellbigred.com/sports/mens-track-and-field/roster/2016-17
